id,from,doi,pmid,pmcid
1440,search,10.1186/s13023-018-0960-x,30514324,PMC6280451
1441,search,10.1007/s10278-019-00186-3,30706210,PMC6456639
1442,search,10.1002/humu.23555,29790234,PMC6043391
1443,both,10.12659/MSM.928861|10.12659/msm.928861,33315853,PMC7747473
1444,both,10.3390/biom11081245,34439912,PMC8391349
1445,search,10.2147/ijgm.s342741,34876843,PMC8643180
1446,both,10.1186/2041-1480-5-23,24944781,PMC4062306
1447,search,10.1186/s13326-016-0092-y,27538448,PMC4989460
1448,search,10.2147/dddt.s323790,34616146,PMC8487867
1449,search,10.1038/nmeth.4534,29256496,PMC5793997
1450,search,10.1016/j.ajhg.2021.06.020,34329581,PMC8456155
1451,search,10.1093/bib/bbac220,35731990,PMC9294413
1452,both,10.1371/journal.pcbi.1005962,29447159,PMC5831415
1453,search,10.1016/j.isci.2022.104659,35847558,PMC9283889
1454,both,10.1186/2041-1480-5-15,24602198,PMC4006457
1455,both,10.1186/s40035-018-0135-7,30524706,PMC6276193
1456,both,10.3389/fimmu.2022.861459,35464477,PMC9019158
1457,search,10.1155/2016/5080746,27698665,PMC5028852
1458,search,10.3389/fmicb.2022.963704,36267181,PMC9577021
1459,both,10.3389/fgene.2018.00411,30459803,PMC6232683
1460,search,10.1093/nar/gkab1005,34791383,PMC8728261
1461,search,10.1371/journal.pone.0166486,27935972,PMC5147832
1462,both,10.1038/s41540-019-0092-5,31044086,PMC6478736
1463,search,10.1093/nar/gkz1161,31906604,PMC6943072
1464,both,10.1371/journal.pcbi.1003929,25356683,PMC4214615
1465,search,10.1186/2041-1480-4-16,24034841,PMC3848731
1466,both,10.1186/2041-1480-5-4,24438387,PMC3926306
1467,search,10.14814/phy2.14343,31925944,PMC6954122
1468,both,10.1093/nar/gkw1055,27899665,PMC5210543
1469,search,10.1186/s12920-017-0262-5,28589861,PMC5461521
1470,search,10.1093/jamiaopen/ooab070,34423261,PMC8374371
1471,both,10.1093/nar/gky1151,30445645,PMC6323937
1472,both,10.1093/nar/gky899,30295851,PMC6324006
1473,search,10.15265/iy-2017-030,29063556,PMC6239236
1474,search,10.3389/fonc.2021.719973,34790567,PMC8591096
1475,both,NA,28815103,PMC5543360
1476,both,10.1186/s12920-017-0315-9,29297338,PMC5751624
1477,search,10.1186/s12859-019-3297-0,31829175,PMC6907279
1478,both,10.1093/database/bar063,22434831,PMC3308153
1479,search,10.3390/jpm4040475,25563458,PMC4282884
1480,search,10.1002/ajmg.a.62407,34169650,PMC8596664
1481,both,10.1016/j.ajhg.2014.05.011,24995867,PMC4085640
1482,search,10.3389/fgene.2021.802953,34956338,PMC8696122
1483,both,10.1186/s12859-017-1535-x,28361701,PMC5374551
1484,both,10.1093/gigascience/giz140,31800037,PMC6892452
1485,search,10.1155/2020/3854196,33457407,PMC7785362
1486,search,10.1186/s12986-019-0366-3,31182968,PMC6555741
1487,search,10.3389/fcvm.2021.811156,35141295,PMC8818757
1488,both,10.1038/s41598-017-01005-x,28408746,PMC5429826
1489,both,10.1038/s41467-020-19402-8,33144586,PMC7609548
1490,search,10.2147/ott.s227541,31819482,PMC6875507
1491,search,10.1007/s13181-020-00769-5,32215849,PMC7554271
1492,search,10.1007/s00424-022-02733-4,35881244,PMC9338900
1493,search,10.1093/jamia/ocaa335,33544847,PMC8200269
1494,both,10.1186/s12859-021-04292-4,34325669,PMC8319697
1495,both,10.18632/oncotarget.21874,29262568,PMC5732734
1496,search,10.3390/ijms21249560,33334055,PMC7765469
1497,both,10.1371/journal.pcbi.1004467,26436655,PMC4593560
1498,search,10.3389/fphar.2019.00839,31447668,PMC6692532
1499,search,10.3390/genes10080608,31409034,PMC6722840
1500,search,10.1038/s41597-020-00794-7,33452270,PMC7810705
1501,search,10.3389/fnins.2019.01059,31649498,PMC6794346
1502,search,10.7717/peerj.13708,35846880,PMC9285492
1503,both,10.1093/bioinformatics/btt677,24273243,PMC3904518
1504,both,10.1186/s13059-019-1811-3,31594544,PMC6781296
1505,search,10.1136/jitc-2022-004770,35577502,PMC9114862
1506,search,10.1002/1878-0261.12070,28453190,PMC5537710
1507,both,10.1186/s12864-016-3263-4,28198675,PMC5310285
1508,both,10.1093/nar/gky868,30247620,PMC6323936
1509,search,10.5210/ojphi.v7i1.5823,NA,PMC4512317
1510,both,10.1038/onc.2016.489,28092680,PMC5485176
1511,search,10.14336/ad.2020.1007,34527416,PMC8407888
1512,search,10.1038/s41598-021-93018-w,34188248,PMC8242017
1513,both,10.1038/srep26136,27188720,PMC4870566
1514,both,NA,29854196,PMC5977712
1515,both,10.1186/s12859-020-03748-3,33183227,PMC7659092
1516,both,10.1186/s12967-020-02472-z,32746922,PMC7397454
1517,both,10.1093/nar/gky905,30285109,PMC6324086
1518,both,10.1093/nar/gkt474,23761449,PMC3692089
1519,search,10.1093/bioinformatics/btaa539,32484876,PMC7750928
1520,search,NA,24303273,PMC3845770
1521,search,10.1186/s13023-018-0892-5,30153866,PMC6114034
1522,search,10.1186/2041-1480-2-9,22041276,PMC3217896
1523,search,10.1186/2193-1801-1-4,23984222,PMC3581109
1524,search,10.3390/cancers4041180,NA,NA
1525,search,10.3389/fnmol.2021.712609,34630033,PMC8500094
1526,search,10.1093/bioinformatics/btw169,27153607,PMC4965636
1527,both,10.1080/15476286.2021.1905341,33822666,PMC8632112
1528,search,10.1371/journal.pone.0081114,24312529,PMC3849212
1529,both,10.1186/1471-2164-14-129,23442263,PMC3599981
1530,search,10.1038/ki.2012.391,23235564,PMC3561482
1531,both,NA,24551353,PMC3900194
1532,both,10.3390/cancers4041180,24213504,PMC3712731
1533,search,10.1016/B978-0-12-823447-1.00008-7,NA,PMC9245527
1534,search,10.1186/s12859-019-2861-y,31077152,PMC6509829
1535,search,10.1371/journal.pone.0022670,21829475,PMC3146471
1536,search,10.7150/thno.69938,35832092,PMC9254250
1537,search,10.3390/cancers13194801,34638286,PMC8508537
1538,search,10.1016/j.cell.2017.09.003,28965759,PMC5679435
1539,both,10.15252/msb.20167490,28596423,PMC5488662
1540,both,10.1007/s00228-020-02898-w,32495081,PMC7419351
1541,both,10.1007/978-1-4939-6783-4_3,28150233,PMC5393632
1542,search,10.1371/journal.pcbi.1006540,30586388,PMC6306204
1543,search,10.1603/me12169,23427646,PMC3695545
1544,search,10.1186/1758-2946-4-6,22401035,PMC3320537
1545,search,10.1016/j.xinn.2021.100108,34557758,PMC8454735
1546,both,10.3389/fnins.2017.00307,28620275,PMC5450002
1547,search,10.3892/ijo.2018.4404,29749543,PMC6017182
1548,search,10.3892/ijo.2018.4531,30132517,PMC6192772
1549,both,10.1093/database/bav069,26228432,PMC4519680
1550,search,10.1038/srep44033,28272462,PMC5356381
1551,search,10.14802/jmd.17066,29316780,PMC5790629
1552,search,10.1371/journal.pone.0173410,28306739,PMC5356997
1553,search,10.3389/fphar.2021.778847,34819867,PMC8606659
1554,both,10.1016/j.artmed.2016.02.003,26971304,PMC5588695
1555,search,10.1038/s41467-021-27138-2,34824199,PMC8617287
1556,both,10.1016/j.omtn.2019.07.022,31514111,PMC6742806
1557,both,10.1093/nar/gkw1116,27899582,PMC5210580
1558,search,10.1038/s41746-021-00494-5,34381160,PMC8357930
1559,search,10.1093/database/baw073,27173523,PMC4865329
1560,search,10.1186/s12911-020-01341-5,33317512,PMC7734730
1561,search,10.1016/j.websem.2022.100760,36268112,PMC9558693
1562,search,10.1007/s40747-022-00806-6,35965491,PMC9361271
1563,both,10.7717/PEERJ.8580|10.7717/peerj.8580,32110491,PMC7032061
1564,both,10.1007/s00439-013-1355-7,24026423,PMC3880605
1565,both,10.1111/liv.12173,23601370,NA
1566,both,10.1093/database/baab026,34003247,PMC8130509
1567,search,10.1186/s40246-021-00367-8,34774109,PMC8590246
1568,search,10.1186/1755-8794-8-s2-i1,26043981,PMC4460929
1569,both,10.1186/s12920-018-0372-8,29980210,PMC6035401
1570,both,10.1038/s41598-018-29360-3,30030469,PMC6054656
1571,search,10.1186/s13059-018-1389-1,29361968,PMC5782396
1572,both,10.1186/s12859-019-2722-8,31272372,PMC6509834
1573,search,10.1111/gbb.12738,33893716,PMC8365690
1574,search,10.1093/bioinformatics/btaa941,33305329,PMC8599850
1575,both,10.1371/journal.pone.0191568,29373609,PMC5786305
1576,search,10.1016/j.ajhg.2014.03.011,NA,PMC3980408
1577,both,10.1056/NEJMra1615014|10.1056/nejmra1615014,30304648,PMC6503847
1578,both,10.1186/s13073-016-0384-y,27964755,PMC5154134
1579,search,10.1038/s41598-021-85135-3,33707596,PMC7952700
1580,search,10.1093/nar/gky756,30500954,PMC6265458
1581,both,10.1371/journal.pone.0225380,31730648,PMC6857945
1582,search,10.1186/s13073-014-0097-z,25484918,PMC4256903
1583,search,10.1055/s-0039-1677912,31419826,PMC6697506
1584,search,10.1016/j.jbi.2015.07.014,26212414,PMC4724344
1585,both,10.3389/fgene.2020.540751,33193615,PMC7525185
1586,both,10.1371/journal.pone.0236395,32730293,PMC7392229
1587,search,10.1152/physiolgenomics.00065.2013,23881287,PMC3783816
1588,search,10.1038/s41467-021-21544-2,33627666,PMC7904840
1589,both,10.3389/fonc.2021.624395,33718187,PMC7946859
1590,search,10.3389/fphar.2021.748867,34721037,PMC8548639
1591,search,10.1038/s41392-021-00824-9,35027529,PMC8758688
1592,both,10.1186/s13326-019-0197-1,30832727,PMC6398264
1593,search,NA,NA,NA
1594,search,10.1101/gr.250217.119,31852722,PMC6961577
1595,search,NA,NA,NA
1596,search,10.1074/jbc.m117.785865,28634230,PMC5546026
1597,search,10.1377/hlthaff.2017.1427,29733704,PMC5987210
1598,search,10.1002/humu.24353,35178824,PMC9324157
1599,search,10.18632/oncotarget.17705,28881636,PMC5584237
1600,both,10.1016/j.immuni.2015.08.014,26362267,PMC4753773
1601,search,10.1177/26335565221105431,35668849,PMC9163746
1602,search,10.1182/bloodadvances.2017010702,29296922,PMC5745137
1603,both,10.1093/nar/gkv1037,26464438,PMC4702778
1604,both,10.1093/bib/bbx035,28387809,PMC6169674
1605,search,10.3802/jgo.2021.32.e30,33559412,PMC8039179
1606,search,10.1016/j.compbiomed.2021.104570,34157472,PMC8197616
1607,search,10.1093/nar/gkv1147,26546514,PMC4702830
1608,search,10.1038/s41467-019-13058-9,31723137,PMC6853941
1609,search,10.7717/peerj.3575,28729955,PMC5518732
1610,both,10.1186/s12859-018-2298-8,30367585,PMC6191940
1611,search,NA,31263389,PMC6599195
1612,search,10.1038/s42003-021-02952-y,34931033,PMC8688465
1613,both,10.1074/mcp.M116.062273|10.1074/mcp.m116.062273,28062797,PMC5341002
1614,search,10.1038/sdata.2017.30,28350385,PMC5369318
1615,search,10.3389/fgene.2019.01346,32082358,PMC7005249
1616,both,10.3389/fchem.2019.00924,31998700,PMC6966717
1617,both,10.1093/database/baaa045,32539087,PMC7294774
1618,search,10.1093/nar/gky1126,30418591,PMC6323914
1619,both,10.1186/1756-0500-7-403,24970281,PMC4091757
1620,search,10.1016/j.cels.2020.01.002,32078798,PMC7457951
1621,search,10.2139/ssrn.3854583,NA,NA
1622,search,10.2196/10218,29907554,PMC6026300
1623,both,10.4103/0974-1208.106339,23531778,PMC3604834
1624,both,10.1093/bioinformatics/btp553,19776214,PMC2778334
1625,search,10.3389/fgene.2020.00730,32765587,PMC7379852
1626,search,10.1186/s40064-016-1943-9,27066344,PMC4786510
1627,both,10.1371/journal.pone.0235670,32645039,PMC7347127
1628,both,10.1093/database/bar065,22434833,PMC3308155
1629,both,10.1186/2041-1480-3-S1-S3|10.1186/2041-1480-3-s1-s3,22541594,PMC3337258
1630,both,10.3389/fimmu.2022.968991,36032130,PMC9403711
1631,both,10.3389/fimmu.2021.735609,34504503,PMC8421848
1632,search,10.7717/peerj-cs.1085,36262159,PMC9575845
1633,search,10.1038/s41467-020-17305-2,32764605,PMC7413392
1634,search,10.1038/s41467-022-32103-8,35941135,PMC9360033
1635,search,10.1093/nar/gku1117,25510499,PMC4383932
1636,both,10.1093/bioinformatics/btw263,27307626,PMC4908347
1637,both,10.1093/database/bay128,30576489,PMC6301332
1638,both,10.3390/ph15040461,35455458,PMC9026097
1639,search,10.1186/s12859-015-0564-6,25925131,PMC4450488
1640,both,10.3390/proteomes6030031,30071621,PMC6161190
1641,both,10.1038/s41598-020-71370-7,32883995,PMC7471325
1642,search,10.1186/s13326-021-00246-0,34372934,PMC8352153
1643,both,10.1186/1756-0500-3-10,20180973,PMC2829581
1644,search,10.7554/elife.22039,28121289,PMC5295818
1645,search,10.1093/bib/bbv084,26494363,PMC6078163
1646,both,10.1186/s12864-015-2303-9,26817822,PMC4895267
1647,search,10.7717/peerj.7909,31637139,PMC6798904
1648,search,10.1007/s11013-021-09727-4,34155597,PMC8437844
1649,search,10.1186/s12859-019-3283-6,31839008,PMC6912989
1650,search,10.1016/j.patter.2020.100155,33196056,PMC7649624
1651,search,10.1038/s41598-017-14788-w,29109506,PMC5674007
1652,search,10.3389/fmolb.2021.728661,34765643,PMC8577543
1653,both,10.3390/cells9091959,32854315,PMC7565882
1654,search,10.1093/database/baz088,31343683,PMC6657663
1655,search,10.1093/hmg/ddab049,33577681,PMC7928862
1656,search,10.1155/2021/5531327,33833858,PMC8016585
1657,both,10.1158/0008-5472.CAN-17-0582|10.1158/0008-5472.can-17-0582,29092942,PMC5738926
1658,search,10.1186/s13073-019-0683-1,31783775,PMC6884856
1659,search,10.3390/genes10120978,31783696,PMC6947640
1660,search,10.1186/s13326-016-0088-7,27377652,PMC4932724
1661,both,10.3389/fgene.2019.00897,31608124,PMC6773885
1662,search,10.1038/s41418-019-0301-1,30778199,PMC6889153
1663,search,10.1016/j.bbr.2021.113452,34274373,PMC9488982
1664,both,10.2147/CMAR.S260150|10.2147/cmar.s260150,32821169,PMC7423243
1665,search,NA,22779057,PMC3392068
1666,search,10.1073/pnas.2123000119,35580180,PMC9173769
1667,both,10.1186/1471-2105-15-304,25228247,PMC4174675
1668,search,10.1007/978-3-642-01904-3_11,NA,PMC7161374
1669,search,10.1016/j.procs.2022.09.277,36275379,PMC9578937
1670,search,10.2196/18323,32343247,PMC7218597
1671,both,10.1186/s12911-018-0665-z,30463544,PMC6249891
1672,search,10.1155/2020/1584052,32419790,PMC7206869
1673,search,10.2196/medinform.7641,28958989,PMC5639210
1674,both,NA,29854225,PMC5977716
1675,both,10.1038/s41598-020-74354-9,33060664,PMC7562717
1676,both,10.1016/j.cels.2018.04.002,29792826,PMC5972385
1677,both,10.3389/fphar.2022.905197,35860023,PMC9289459
1678,search,10.1007/s11017-016-9377-5,27638682,PMC5325847
1679,both,10.1093/bib/bbab003,33539530,PMC7929360
1680,both,10.1371/journal.pone.0130589,26091506,PMC4474432
1681,both,10.1186/s13321-021-00495-2,33622374,PMC7903631
1682,search,10.1161/circulationaha.120.050186,33626882,PMC8124091
1683,search,10.1186/s12864-017-4339-5,29363429,PMC5780744
1684,search,10.1016/j.placenta.2019.03.016,31103066,PMC6527124
1685,search,10.1158/2159-8290.cd-15-0443,26216294,PMC4635026
1686,search,10.1261/rna.078804.121,34535545,PMC8594476
1687,both,10.1093/database/baw119,27589961,PMC5009325
1688,both,10.1038/s41598-017-17614-5,29222466,PMC5722916
1689,both,10.1093/nar/gkw943,27924018,PMC5210640
1690,search,10.1016/j.celrep.2021.109215,34107261,PMC8267460
1691,search,10.1186/s12885-020-6515-2,31948430,PMC6966810
1692,both,10.1186/s13073-015-0199-2,26229552,PMC4520011
1693,both,10.1186/2041-1480-4-18,24033988,PMC3851164
1694,both,10.1093/nar/gkv1257,26590263,PMC4702889
1695,both,10.1186/s13321-019-0344-9,30850898,PMC6419787
1696,both,10.1186/s12859-020-03583-6,32552728,PMC7301509
1697,both,10.1093/ilar/ily005,30476141,PMC6927895
1698,search,10.1186/s12911-021-01533-7,34082729,PMC8176715
1699,search,NA,20352910,NA
1700,both,10.1093/nar/gkx1121,29149325,PMC5753190
1701,both,NA,26958175,PMC4765596
1702,search,10.1186/s13073-019-0690-2,31892348,PMC6938631
1703,search,10.1186/1756-0500-6-511,24308566,PMC4234991
1704,search,10.1007/s12687-017-0311-y,28699077,PMC5614882
1705,search,10.1186/s12906-021-03215-3,33494738,PMC7836472
1706,search,10.1111/jcmm.16655,34041839,PMC8278120
1707,search,NA,17911825,NA
1708,both,10.1186/s12859-019-3105-x,31684860,PMC6829817
1709,both,10.1093/nar/gkw838,27651457,PMC5210612
1710,both,10.1093/bioinformatics/bts430,22782548,PMC3426847
1711,search,10.1016/j.isci.2022.103867,35243230,PMC8859005
1712,search,10.3389/fphar.2019.00561,31244651,PMC6580867
1713,search,NA,NA,NA
1714,search,10.1016/j.procs.2012.06.151,32288895,PMC7129430
1715,search,10.1038/s41587-021-01145-6,35102292,PMC9110295
1716,search,NA,29888062,PMC5961792
1717,search,10.1016/j.ydbio.2019.03.018,30940539,PMC6547372
1718,both,10.3892/ol.2018.8615,29928415,PMC6006439
1719,both,10.3389/fgene.2020.00005,32117433,PMC7010852
1720,both,10.3389/fgene.2018.00745,30713550,PMC6346701
1721,search,10.1093/nar/gku1079,25378314,PMC4333365
1722,both,10.1186/s12920-020-00780-3,33087120,PMC7579968
1723,both,10.7717/peerj-cs.668,34458573,PMC8371999
1724,search,10.3390/genes10010028,30626100,PMC6356486
1725,both,10.3390/nu14142872,35889831,PMC9323970
1726,search,10.1093/nar/gky958,30357418,PMC6323952
1727,search,10.1371/journal.pcbi.1003117,23935466,PMC3723489
1728,search,10.1002/cphg.98,32176464,PMC7431429
1729,both,10.1016/j.patter.2020.100120,33294866,PMC7691395
1730,search,10.1038/s41467-017-00738-7,28959057,PMC5620061
1731,search,10.1186/1471-2105-12-229,21651792,PMC3128036
1732,search,10.1093/nar/gku301,24753429,PMC4086141
1733,both,10.1093/nar/gkz985,31713618,PMC7145524
1734,both,10.3389/fphys.2015.00171,26157390,PMC4477069
1735,both,10.1186/s12967-019-1909-0,31118040,PMC6530130
1736,both,10.1186/s12859-020-03879-7,33256603,PMC7708092
1737,both,10.1093/database/baw091,27278815,PMC4897593
1738,search,10.1002/smll.202000299,32227433,PMC7446734
1739,both,10.1186/s13326-021-00252-2,34625104,PMC8500829
1740,search,10.1038/s41598-020-77606-w,33244044,PMC7691514
1741,search,10.1371/journal.pcbi.1009909,35213534,PMC8906585
1742,search,10.1186/s40709-016-0044-9,27437196,PMC4943513
1743,both,10.1093/nar/gkv486,25969450,PMC4489318
1744,both,NA,19377637,NA
1745,search,10.1111/joor.12329,26257252,PMC4715752
1746,both,10.3390/ijms21218317,33171905,PMC7664191
1747,search,10.1038/s41598-021-85471-4,33737578,PMC7973434
1748,both,10.1136/jmedgenet-2014-102933,25904639,PMC4501169
1749,search,10.18632/aging.202733,33744852,PMC8064175
1750,both,10.1093/database/baab047,34296748,PMC8299716
1751,search,10.3892/mmr.2019.10543,31432118,PMC6755242
1752,both,10.1093/nar/gky1036,30407590,PMC6323956
1753,both,10.1371/journal.pone.0025364,22046239,PMC3201953
1754,both,10.3389/fphar.2020.01295,32922299,PMC7457137
1755,both,10.1093/nar/gkz951,31691834,PMC7145572
1756,search,10.1038/s41592-021-01076-9,33649586,PMC7116898
1757,search,10.1016/j.jacep.2019.08.011,31971908,PMC6981228
1758,both,10.1007/978-1-4419-5913-3_79,20865558,PMC3039430
1759,search,10.1007/s11357-022-00519-1,35124764,PMC9135944
1760,search,10.1186/s12911-016-0333-0,27484923,PMC4970261
1761,search,10.1186/2041-1480-5-s1-i1,NA,PMC4108850
1762,both,10.1093/database/bay005,29688357,PMC5824775
1763,search,10.1093/bioinformatics/btz331,31510658,PMC6612853
1764,both,10.1093/database/bax094,31725860,PMC7243927
1765,both,10.1371/journal.pone.0077910,24167589,PMC3805581
1766,search,10.1186/2041-1480-4-s1-s8,23734708,PMC3633000
1767,search,10.1055/s-0038-1667078,30157517,PMC6115232
1768,search,10.1186/1755-8794-7-7,24479447,PMC3938472
1769,search,10.1055/s-0041-1731784,34282602,PMC9295893
1770,search,10.1155/2014/901428,24982912,PMC4058523
1771,both,10.15265/IY-2016-022|10.15265/iy-2016-022,27830248,PMC5171581
1772,both,10.1186/s40169-019-0243-8,31586224,PMC6778157
1773,search,10.1016/j.ajhg.2017.04.003,28475856,PMC5420351
1774,search,10.1038/nbt.4246,30346941,PMC7021177
1775,search,10.1093/nar/gkz933,31733057,PMC7145613
1776,search,10.1093/database/bas036,23110974,PMC3483532
1777,both,10.1093/database/baw077,27270713,PMC4911788
1778,search,10.1007/s10126-020-09980-5,32588252,PMC7366597
1779,both,10.7861/clinmedicine.19-1-30,30651242,PMC6399633
1780,search,10.1177/0840470419848428,31106580,PMC7323781
1781,both,10.1093/nar/gkz1021,31680165,PMC7145631
1782,search,10.1038/s41598-019-43935-8,31110304,PMC6527554
1783,search,10.1038/s41467-021-26503-5,34716342,PMC8556419
1784,search,10.1093/jamiaopen/ooz067,32607491,PMC7309234
1785,search,10.1186/s12866-015-0481-x,26215368,PMC4517558
1786,both,10.1371/journal.pone.0071171,23951102,PMC3737187
1787,both,10.1186/s13040-020-00219-6,32905086,PMC7466824
1788,both,10.1186/s12936-021-03955-0,34702263,PMC8547565
1789,both,10.1093/nar/gkw1012,27899610,PMC5210521
1790,both,10.3389/fgene.2020.00400,32391061,PMC7193026
1791,search,NA,25954361,PMC4419993
1792,search,10.1155/2018/3823082,30643802,PMC6311254
1793,both,10.1371/journal.pone.0017844,21408081,PMC3050930
1794,search,10.1093/nar/gky509,29878154,PMC6031048
1795,both,10.1371/journal.pcbi.1004259,26158728,PMC4497619
1796,search,10.1038/srep02173,23838847,PMC3707025
1797,search,10.1111/pcmr.12674,29171936,PMC5889338
1798,both,10.1038/srep39658,28008973,PMC5180180
1799,both,10.1371/journal.pcbi.1006663,30601803,PMC6331136
1800,search,10.1038/s41467-020-14666-6,32051402,PMC7016183
1801,both,10.1002/prot.21989,18300252,PMC2824611
1802,search,10.1016/j.cels.2019.02.003,30878356,PMC7042149
1803,both,10.3390/cancers13051085,33802524,PMC7961667
1804,search,10.1093/nar/gky1105,30476213,PMC6324074
1805,search,10.1093/nar/gkw1104,27899575,PMC5210575
1806,search,10.1038/s41540-019-0117-0,31666984,PMC6814739
1807,both,10.1387/ijdb.190226pf,31840793,PMC7409682
1808,both,10.1093/nar/gkr1182,22139925,PMC3245026
1809,both,10.1016/j.ebiom.2020.103150,33279858,PMC7718452
1810,search,10.1126/sciadv.abq4884,35977020,PMC9385149
1811,search,10.1093/database/bau062,24951797,PMC4064129
1812,both,10.3390/v10100519,30249048,PMC6213343
1813,search,10.1186/1756-8935-7-28,25493099,PMC4260796
1814,both,10.1371/journal.pone.0030028,22279562,PMC3261189
1815,search,10.1038/gim.2016.17,27171546,PMC5557020
1816,both,10.1186/2041-1480-5-S1-S3|10.1186/2041-1480-5-s1-s3,25093072,PMC4108874
1817,both,NA,29218874,PMC5731453
1818,both,10.7150/thno.56141,33754042,PMC7978310
1819,search,10.1186/1752-0509-7-51,23803348,PMC3702487
1820,search,10.1016/j.patter.2020.100121,33294867,PMC7691382
1821,both,10.1038/s41598-020-66556-y,32555344,PMC7300082
1822,search,10.1242/dmm.026021,27736745,PMC5087824
1823,search,10.1371/journal.pgen.1006957,28859103,PMC5597252
1824,search,10.3233/jpd-202128,32741777,PMC7458531
1825,both,10.1371/journal.pone.0184299,28873096,PMC5584748
1826,search,10.1534/g3.113.007674,24142927,PMC3852380
1827,search,10.1093/bib/bbw055,27387194,PMC5862282
1828,search,10.1186/s12859-018-2187-1,29855387,PMC5984344
1829,search,10.1186/1475-2875-9-230,20698959,PMC2925367
1830,both,10.1093/database/baz060,31169290,PMC6551372
1831,both,10.1186/s12859-017-1654-4,28454514,PMC5410040
1832,search,10.1007/s12031-019-01456-z,31838722,PMC7018782
1833,search,10.1016/s2666-7568(21)00226-9,34766101,PMC8566278
1834,both,10.1038/sdata.2018.15,29485622,PMC5827693
1835,search,10.3892/ol.2019.11176,31897195,PMC6924178
1836,search,10.1093/database/bay132,30624651,PMC6323299
1837,search,10.1093/database/bax037,28605773,PMC5467570
1838,both,10.1371/journal.pone.0162407,27632168,PMC5025072
1839,search,10.1136/bmjopen-2019-029539,31772086,PMC6887010
1840,both,10.3389/fimmu.2020.561553,33178188,PMC7593774
1841,search,10.1002/gcc.22449,28165644,PMC5395341
1842,both,10.1177/1177625017696075,28469412,PMC5398297
1843,search,10.3390/ijms22031075,33499054,PMC7865606
1844,search,10.1016/j.isci.2021.102917,34430807,PMC8365368
1845,search,10.1155/2018/7956503,30534179,PMC6252196
1846,search,10.1038/s41419-019-1791-y,31332162,PMC6646391
1847,both,10.1186/s13046-016-0283-5,26762252,PMC4712549
1848,search,10.1152/physiolgenomics.00046.2016,27287925,PMC5005459
1849,search,10.3390/cells11040607,35203258,PMC8870388
1850,both,10.1093/nar/gkn714,18927107,PMC2686559
1851,both,10.1093/database/baz114,31735951,PMC6859258
1852,search,10.3389/fmolb.2021.635074,34046427,PMC8147726
1853,both,10.1093/nar/gkw868,27679477,PMC5210615
1854,both,10.1002/wsbm.1443,30548534,PMC6450710
1855,search,10.1093/bib/bbac207,35679533,PMC9294435
1856,both,10.1093/nar/gkt1166,24270788,PMC3965040
1857,search,10.1038/s41596-019-0227-6,31748751,PMC7323894
1858,both,10.1371/journal.pcbi.1007078,31276496,PMC6636748
1859,search,10.1002/trc2.12061,32995470,PMC7507392
1860,search,10.1093/database/baw083,27189611,PMC4869799
1861,search,10.1371/journal.pone.0218871,31251766,PMC6599221
1862,search,10.1186/2041-1480-3-5,22621763,PMC3488002
1863,search,10.1007/11423287_8,NA,PMC7121162
1864,both,NA,25592600,PMC4345399
1865,search,10.1039/c8an02271b,30631869,PMC6411450
1866,both,10.1186/s12864-018-4732-8,29776329,PMC5960125
1867,search,10.3233/jad-161148,28731430,PMC5611802
1868,both,10.3390/ijms221910291,34638627,PMC8508897
1869,search,10.1038/s41592-021-01318-w,34845387,PMC8665054
1870,both,10.1093/nar/gkp832,19850722,PMC2808878
1871,both,10.1038/s41598-019-55453-8,31844073,PMC6915744
1872,search,10.1016/j.isci.2019.09.013,31605942,PMC6817654
1873,search,10.1016/j.molcel.2018.06.001,29983320,PMC6086580
1874,search,10.1136/amiajnl-2012-001376,23523876,PMC3715349
1875,search,10.3390/ijms22073296,33804860,PMC8036390
1876,search,10.3892/mmr.2017.7800,29039597,PMC5779998
1877,search,10.1016/j.cmet.2014.03.012,24703701,PMC4050048
1878,both,10.1093/nar/gkz869,31598718,PMC6943056
1879,search,10.1093/nar/gku975,25313161,PMC4384031
1880,search,10.1093/bioinformatics/btz440,31228194,PMC6954653
1881,search,10.1098/rsos.191480,32257316,PMC7062075
1882,search,10.1093/hmg/ddx092,28335003,PMC5886188
1883,both,10.1093/nar/gkw993,27789690,PMC5210665
1884,both,10.1155/2019/7614850,31191710,PMC6525924
1885,search,10.3390/ijerph17228363,33198123,PMC7696007
1886,search,10.1016/j.ajhg.2017.05.004,28575649,PMC5473735
1887,both,10.1186/s12859-019-2724-6,31272367,PMC6509802
1888,search,10.1016/j.ebiom.2019.01.038,30713114,PMC6414308
1889,search,10.1093/database/bav099,26475471,PMC4608514
1890,search,10.1002/humu.22554,24692096,PMC4200603
1891,search,10.18632/oncotarget.4085,26046465,PMC4673281
1892,both,10.1038/s41598-020-74922-z,33106501,PMC7589557
1893,search,10.1016/j.jbi.2010.03.012,20363364,PMC2953594
1894,both,10.1186/s12911-016-0358-4,27629872,PMC5024416
1895,both,10.1002/dvg.22868,26097180,PMC4545674
1896,search,10.7554/elife.74010,35593700,PMC9159755
1897,both,10.1016/j.cels.2018.10.007,30447998,PMC6265050
1898,search,10.1186/2041-1480-3-s1-i1,22541591,PMC3337261
1899,both,10.1177/1087057114522514,24518066,PMC7723305
