id,src,pmid,pmcid,doi,epmc_id,from,source,title,authorString,journalTitle,journalVolume,pubYear,journalIssn,pageInfo,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,versionNumber,pub_type
2198,epmc|pmc,30414395,PMC6626639,10.1016/j.jaci.2018.10.033,30414395,search,MED,Human and computational models of atopic dermatitis: A review and perspectives by an expert panel of the International Eczema Council.,"Eyerich K, Brown SJ, Perez White BE, Tanaka RJ, Bissonette R, Dhar S, Bieber T, Hijnen DJ, Guttman-Yassky E, Irvine A, Thyssen JP, Vestergaard C, Werfel T, Wollenberg A, Paller AS, Reynolds NJ.",J Allergy Clin Immunol,143,2019,0091-6749; 1097-6825;,36-45,"research support, non-u.s. gov't; research-article; review; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,10,Y,Y,N,Y,N,2018-11-11,2018-11-07,1,NA,journal article
2199,epmc|pmc,28329686,PMC5429029,10.1016/j.celrep.2017.02.072,28329686,search,MED,Demethylated HSATII DNA and HSATII RNA Foci Sequester PRC1 and MeCP2 into Cancer-Specific Nuclear Bodies.,"Hall LL, Byron M, Carone DM, Whitfield TW, Pouliot GP, Fischer A, Jones P, Lawrence JB.",Cell Rep,18,2017,2211-1247,2943-2956,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,34,Y,Y,Y,Y,N,2017-03-23,2017-03-01,12,NA,journal article
2200,epmc|pmc,21963522,PMC7098809,10.1016/j.drudis.2011.09.013,21963522,search,MED,Empowering industrial research with shared biomedical vocabularies.,"Harland L, Larminie C, Sansone SA, Popa S, Marshall MS, Braxenthaler M, Cantor M, Filsell W, Forster MJ, Huang E, Matern A, Musen M, Saric J, Slater T, Wilson J, Lynch N, Wise J, Dix I.",Drug Discov Today,16,2011,1359-6446; 1878-5832;,940-947,research-article; review; journal article,N,Y,N,Y,N,N,10,Y,Y,N,Y,N,2011-10-06,2011-09-23,21-22,NA,journal article
2202,epmc|pmc,24682735,PMC4030636,10.1093/database/bau027,24682735,search,MED,The eGenVar data management system--cataloguing and sharing sensitive data and metadata for the life sciences.,"Razick S, Močnik R, Thomas LF, Ryeng E, Drabløs F, Sætrom P.",Database (Oxford),2014,2014,1758-0463,bau027,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,N,2,Y,Y,N,Y,N,2014-04-01,2014-03-28,NA,NA,journal article
2203,epmc|pmc,28299322,PMC5337312,10.1155/2017/2858423,28299322,search,MED,Semantic Health Knowledge Graph: Semantic Integration of Heterogeneous Medical Knowledge and Services.,"Shi L, Li S, Yang X, Qi J, Pan G, Zhou B.",Biomed Res Int,2017,2017,2314-6133; 2314-6141;,2858423,research-article; journal article,Y,Y,N,Y,N,N,10,Y,Y,N,Y,N,2017-03-17,2017-02-12,NA,NA,journal article
2204,epmc|pmc|pm,21208444,PMC3024228,10.1186/1471-2148-11-4,21208444,search,MED,Phylogenomics of phosphoinositide lipid kinases: perspectives on the evolution of second messenger signaling and drug discovery.,"Brown JR, Auger KR.",BMC Evol Biol,11,2011,1471-2148,4,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,Y,50,Y,Y,N,Y,N,2011-01-12,2011-01-05,NA,NA,journal article
2205,epmc|pmc,26473511,PMC4877036,10.1111/andr.12109,26473511,search,MED,Improved detection of disease-associated variation by sex-specific characterization and prediction of genes required for fertility.,"Ho NR, Huang N, Conrad DF.",Andrology,3,2015,2047-2919; 2047-2927;,1140-1149,"comparative study; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2015-10-17,2015-10-16,6,NA,journal article
2207,epmc|pmc,30310060,PMC6181989,10.1038/s41467-018-06664-6,30310060,search,MED,Predicting CTCF-mediated chromatin interactions by integrating genomic and epigenomic features.,"Kai Y, Andricovich J, Zeng Z, Zhu J, Tzatsos A, Peng W.",Nat Commun,9,2018,2041-1723,4221,"research support, n.i.h., intramural; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,14,Y,Y,Y,Y,Y,2018-10-13,2018-10-11,1,NA,journal article
2208,epmc|pmc,23799078,PMC3682960,10.1371/journal.pone.0066164,23799078,search,MED,Leucine-rich repeat kinase 2 (LRRK2)-deficient rats exhibit renal tubule injury and perturbations in metabolic and immunological homeostasis.,"Ness D, Ren Z, Gardai S, Sharpnack D, Johnson VJ, Brennan RJ, Brigham EF, Olaharski AJ.",PLoS One,8,2013,1932-6203,e66164,research-article; journal article,Y,Y,Y,Y,N,Y,43,Y,Y,Y,Y,N,2013-06-28,2013-06-14,6,NA,journal article
2209,epmc|pmc,26934861,PMC4776156,10.1038/srep22462,26934861,search,MED,4C-seq revealed long-range interactions of a functional enhancer at the 8q24 prostate cancer risk locus.,"Cai M, Kim S, Wang K, Farnham PJ, Coetzee GA, Lu W.",Sci Rep,6,2016,2045-2322,22462,"research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,20,Y,Y,N,Y,Y,2016-03-04,2016-03-03,NA,NA,journal article
2210,epmc|pmc,23424115,PMC3581590,NA,23424115,search,MED,Epigenomic model of cardiac enhancers with application to genome wide association studies.,"Sahu AD, Aniba R, Chang YP, Hannenhalli S.",Pac Symp Biocomput,NA,2013,2335-6928; 2335-6936;,92-102,"research support, non-u.s. gov't; research-article; validation study; journal article; research support, n.i.h., extramural",N,Y,Y,Y,N,N,1,Y,Y,N,Y,Y,2013-02-21,2013-01-01,NA,NA,journal article
2211,epmc|pmc,25019165,PMC4096511,10.1371/journal.pone.0102065,25019165,search,MED,TRPC6 single nucleotide polymorphisms and progression of idiopathic membranous nephropathy.,"Hofstra JM, Coenen MJ, Schijvenaars MM, Berden JH, van der Vlag J, Hoefsloot LH, Knoers NV, Wetzels JF, Nijenhuis T.",PLoS One,9,2014,1932-6203,e102065,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,N,6,Y,Y,Y,Y,Y,2014-07-15,2014-07-14,7,NA,journal article
2212,epmc|pmc,30850588,PMC6408502,10.1038/s41467-019-08480-y,30850588,search,MED,Deciphering the complex role of thrombospondin-1 in glioblastoma development.,"Daubon T, Léon C, Clarke K, Andrique L, Salabert L, Darbo E, Pineau R, Guérit S, Maitre M, Dedieu S, Jeanne A, Bailly S, Feige JJ, Miletic H, Rossi M, Bello L, Falciani F, Bjerkvig R, Bikfalvi A.",Nat Commun,10,2019,2041-1723,1146,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,33,Y,Y,Y,Y,Y,2019-03-10,2019-03-08,1,NA,journal article
2213,epmc|pmc,27454118,PMC4959382,10.1186/s12911-016-0315-2,27454118,search,MED,CLASH: Complementary Linkage with Anchoring and Scoring for Heterogeneous biomolecular and clinical data.,"Nam Y, Kim M, Lee K, Shin H.",BMC Med Inform Decis Mak,16 Suppl 3,2016,1472-6947,72,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2016-07-27,2016-07-25,NA,NA,journal article
2214,epmc|pmc,24516403,PMC3916285,10.1371/journal.pgen.1004122,24516403,search,MED,"Coherent functional modules improve transcription factor target identification, cooperativity prediction, and disease association.","Karczewski KJ, Karczewski KJ, Snyder M, Altman RB, Tatonetti NP.",PLoS Genet,10,2014,1553-7390; 1553-7404;,e1004122,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,Y,Y,N,Y,18,Y,Y,N,Y,Y,2014-02-12,2014-02-06,2,NA,journal article
2215,epmc|pmc,22847540,PMC3492881,10.3732/ajb.1200222,22847540,search,MED,Ontologies as integrative tools for plant science.,"Walls RL, Athreya B, Cooper L, Elser J, Gandolfo MA, Jaiswal P, Mungall CJ, Preece J, Rensing S, Smith B, Stevenson DW.",Am J Bot,99,2012,0002-9122; 1537-2197;,1263-1275,"research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,Y,Y,N,N,36,Y,Y,N,Y,N,2012-08-01,2012-07-30,8,NA,journal article
2217,epmc|pmc,25592589,PMC4299946,NA,25592589,search,MED,Microtask crowdsourcing for disease mention annotation in PubMed abstracts.,"Good BM, Nanis M, Wu C, Su AI.",Pac Symp Biocomput,NA,2015,2335-6928; 2335-6936;,282-293,"research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,N,14,Y,Y,N,Y,N,2015-01-17,2015-01-01,NA,NA,journal article
2219,epmc|pmc,30848458,PMC6657335,10.1007/978-1-4939-9089-4_6,30848458,search,MED,Leveraging Big Data to Transform Drug Discovery.,"Glicksberg BS, Li L, Chen R, Dudley J, Chen B.",Methods Mol Biol,1939,2019,1064-3745; 1940-6029;,91-118,"research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,N,3,Y,Y,N,Y,N,2019-03-09,2019-01-01,NA,NA,journal article
2220,epmc|pmc,30066664,PMC6069766,10.1186/s12911-018-0636-4,30066664,search,MED,An ontology-guided semantic data integration framework to support integrative data analysis of cancer survival.,"Zhang H, Guo Y, Li Q, George TJ, Shenkman E, Modave F, Bian J.",BMC Med Inform Decis Mak,18,2018,1472-6947,41,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,9,Y,Y,N,Y,N,2018-08-02,2018-07-23,suppl 2,NA,journal article
2222,epmc|pmc,15588483,PMC3525084,10.1186/1479-7364-1-3-229,15588483,search,MED,Update on genome completion and annotations: Protein Information Resource.,"Wu C, Nebert DW.",Hum Genomics,1,2004,1473-9542; 1479-7364;,229-233,"research support, u.s. gov't, p.h.s.; research-article; review; research support, u.s. gov't, non-p.h.s.; journal article",Y,Y,N,Y,N,N,13,Y,Y,N,Y,N,2008-01-29,2004-03-01,3,NA,journal article
2223,epmc|pmc,23151045,PMC3562514,10.1186/1471-2164-13-620,23151045,search,MED,MMpred: functional miRNA--mRNA interaction analyses by miRNA expression prediction.,"Stempor PA, Cauchi M, Wilson P.",BMC Genomics,13,2012,1471-2164,620,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,Y,3,Y,Y,N,Y,Y,2012-11-16,2012-11-14,NA,NA,journal article
2224,epmc|pmc,19761572,PMC2745689,10.1186/1471-2105-10-s9-s2,19761572,search,MED,Analysis of AML genes in dysregulated molecular networks.,"Lee E, Jung H, Radivojac P, Kim JW, Lee D.",BMC Bioinformatics,10 Suppl 9,2009,1471-2105,S2,"research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article",Y,Y,Y,Y,N,N,4,Y,Y,N,Y,Y,2010-01-19,2009-09-17,NA,NA,journal article
2226,epmc|pmc,30999858,PMC6471696,10.1186/s12859-019-2687-7,30999858,search,MED,Walking pathways with positive feedback loops reveal DNA methylation biomarkers of colorectal cancer.,"Kel A, Boyarskikh U, Stegmaier P, Leskov LS, Sokolov AV, Yevshin I, Mandrik N, Stelmashenko D, Koschmann J, Kel-Margoulis O, Krull M, Martínez-Cardús A, Moran S, Esteller M, Kolpakov F, Filipenko M, Wingender E.",BMC Bioinformatics,20,2019,1471-2105,119,research-article; journal article,Y,Y,N,Y,N,Y,10,Y,Y,N,Y,Y,2019-04-19,2019-04-18,suppl 4,NA,journal article
2227,epmc|pmc,28135244,PMC5972004,10.1038/ng.3768,28135244,search,MED,Genome-wide association analysis identifies novel blood pressure loci and offers biological insights into cardiovascular risk.,"Warren HR, Evangelou E, Cabrera CP, Gao H, Ren M, Mifsud B, Ntalla I, Surendran P, Liu C, Cook JP, Kraja AT, Drenos F, Loh M, Verweij N, Marten J, Karaman I, Lepe MP, O'Reilly PF, Knight J, Snieder H, Kato N, He J, Tai ES, Said MA, Porteous D, Alver M, Poulter N, Farrall M, Gansevoort RT, Padmanabhan S, Mägi R, Stanton A, Connell J, Bakker SJ, Metspalu A, Shields DC, Thom S, Brown M, Sever P, Esko T, Hayward C, van der Harst P, Saleheen D, Chowdhury R, Chambers JC, Chasman DI, Chakravarti A, Newton-Cheh C, Lindgren CM, Levy D, Kooner JS, Keavney B, Tomaszewski M, Samani NJ, Howson JM, Tobin MD, Munroe PB, Ehret GB, Wain LV, International Consortium of Blood Pressure (ICBP) 1000G Analyses, BIOS Consortium, Lifelines Cohort Study, Understanding Society Scientific group, CHD Exome+ Consortium, ExomeBP Consortium, T2D-GENES Consortium, GoT2DGenes Consortium, Cohorts for Heart and Ageing Research in Genome Epidemiology (CHARGE) BP Exome Consortium, International Genomics of Blood Pressure (iGEN-BP) Consortium, UK Biobank CardioMetabolic Consortium BP working group.",Nat Genet,49,2017,1061-4036; 1546-1718;,403-415,research-article; journal article,Y,Y,N,Y,N,Y,218,Y,Y,N,Y,Y,2017-02-01,2017-01-30,3,NA,journal article
2229,epmc|pmc,32069322,PMC7028268,10.1371/journal.pone.0228786,32069322,search,MED,Situating Wikipedia as a health information resource in various contexts: A scoping review.,Smith DA.,PLoS One,15,2020,1932-6203,e0228786,"research support, non-u.s. gov't; research-article; review; journal article",Y,Y,N,Y,N,Y,14,Y,Y,N,Y,N,2020-02-19,2020-02-18,2,NA,journal article
2230,epmc|pmc,26818666,PMC4809949,10.1128/jcm.02717-15,26818666,search,MED,Consolidating and Exploring Antibiotic Resistance Gene Data Resources.,"Xavier BB, Das AJ, Cochrane G, De Ganck S, Kumar-Singh S, Aarestrup FM, Goossens H, Malhotra-Kumar S.",J Clin Microbiol,54,2016,0095-1137; 1098-660x;,851-859,"research support, non-u.s. gov't; review-article; review; journal article",N,Y,N,Y,N,N,35,Y,Y,N,Y,Y,2016-01-29,2016-01-27,4,NA,journal article
2231,epmc|pmc,20676069,PMC2920075,10.1038/tpj.2010.35,20676069,search,MED,Functional analysis of multiple genomic signatures demonstrates that classification algorithms choose phenotype-related genes.,"Shi W, Bessarabova M, Dosymbekov D, Dezso Z, Nikolskaya T, Dudoladova M, Serebryiskaya T, Bugrim A, Guryanov A, Brennan RJ, Shah R, Dopazo J, Chen M, Deng Y, Shi T, Jurman G, Furlanello C, Thomas RS, Corton JC, Tong W, Shi L, Nikolsky Y.",Pharmacogenomics J,10,2010,1470-269x; 1473-1150;,310-323,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,Y,22,Y,Y,N,Y,N,2010-11-05,2010-08-01,4,NA,journal article
2232,epmc|pmc,34623259,PMC8660021,10.7554/elife.69584,34623259,search,MED,Evolutionary transcriptomics implicates new genes and pathways in human pregnancy and adverse pregnancy outcomes.,"Mika K, Marinić M, Singh M, Muter J, Brosens JJ, Lynch VJ.",Elife,10,2021,2050-084x,e69584,"im; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-10-09,2021-10-08,NA,NA,journal article
2234,epmc|pmc,28220871,PMC5318911,10.1038/srep42809,28220871,search,MED,Identification of miRNA-mRNA Modules in Colorectal Cancer Using Rough Hypercuboid Based Supervised Clustering.,"Paul S, Lakatos P, Hartmann A, Schneider-Stock R, Vera J.",Sci Rep,7,2017,2045-2322,42809,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,5,Y,Y,N,Y,Y,2017-02-22,2017-02-21,NA,NA,journal article
2235,epmc|pmc,20529942,PMC2881373,10.1093/bioinformatics/btq188,20529942,search,MED,Semi-automated ontology generation within OBO-Edit.,"Wächter T, Schroeder M.",Bioinformatics,26,2010,1367-4803; 1367-4811;,i88-96,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,Y,8,Y,Y,N,Y,Y,2010-10-22,2010-06-01,12,NA,journal article
2236,epmc|pmc,28983113,PMC5629207,10.1038/s41467-017-01176-1,28983113,search,MED,Frequent miRNA-convergent fusion gene events in breast cancer.,"Persson H, Søkilde R, Häkkinen J, Pirona AC, Vallon-Christersson J, Kvist A, Mertens F, Borg Å, Mitelman F, Höglund M, Rovira C.",Nat Commun,8,2017,2041-1723,788,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,11,Y,Y,Y,Y,N,2017-10-07,2017-10-05,1,NA,journal article
2239,epmc|pmc,20460452,PMC2896109,10.1093/nar/gkq331,20460452,search,MED,The Ontology Lookup Service: bigger and better.,"Côté R, Reisinger F, Martens L, Barsnes H, Vizcaino JA, Hermjakob H.",Nucleic Acids Res,38,2010,0305-1048; 1362-4962;,W155-60,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,N,56,Y,Y,N,Y,N,2010-10-01,2010-05-11,web server issue,NA,journal article
2240,epmc|pmc,20369061,PMC2847380,10.1155/2010/423589,20369061,search,MED,"Protein Bioinformatics Infrastructure for the Integration and Analysis of Multiple High-Throughput ""omics"" Data.","Chen C, McGarvey PB, Huang H, Wu CH.",Adv Bioinformatics,NA,2010,1687-8027; 1687-8035;,423589,review-article; journal article,Y,Y,Y,Y,N,N,8,Y,Y,N,Y,Y,2010-04-10,2010-03-29,NA,NA,journal article
2243,epmc|pmc,22121217,PMC3245064,10.1093/nar/gkr1051,22121217,search,MED,The Stem Cell Discovery Engine: an integrated repository and analysis system for cancer stem cell comparisons.,"Ho Sui SJ, Begley K, Reilly D, Chapman B, McGovern R, Rocca-Sera P, Maguire E, Altschuler GM, Hansen TA, Sompallae R, Krivtsov A, Shivdasani RA, Armstrong SA, Culhane AC, Correll M, Sansone SA, Hofmann O, Hide W.",Nucleic Acids Res,40,2012,0305-1048; 1362-4962;,D984-91,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,Y,Y,N,N,16,Y,Y,N,Y,N,2011-11-29,2011-11-24,database issue,NA,journal article
2244,epmc|pmc,21994619,PMC3185566,10.3390/v2102258,21994619,search,MED,"Towards Viral Genome Annotation Standards, Report from the 2010 NCBI Annotation Workshop.","Brister JR, Bao Y, Kuiken C, Lefkowitz EJ, Mercier PL, Leplae R, Madupu R, Scheuermann RH, Schobel S, Seto D, Shrivastava S, Sterk P, Zeng Q, Klimke W, Tatusova T.",Viruses,2,2010,1999-4915,2258-2268,editorial; journal article,Y,Y,Y,Y,N,N,16,Y,Y,N,N,N,2011-10-14,2010-10-13,10,NA,journal article
2245,epmc|pmc,23046606,PMC3448530,10.1186/2041-1480-3-s2-s4,23046606,search,MED,OntoCheck: verifying ontology naming conventions and metadata completeness in Protégé 4.,"Schober D, Tudose I, Svatek V, Boeker M.",J Biomed Semantics,3 Suppl 2,2012,2041-1480,S4,research-article; journal article,Y,Y,Y,Y,N,N,0,Y,Y,N,Y,N,2012-10-11,2012-09-21,NA,NA,journal article
2248,epmc|pmc,28591870,PMC5837682,10.1093/toxsci/kfx101,28591870,search,MED,Editor's Highlight: Transcriptome Profiling Reveals Bisphenol A Alternatives Activate Estrogen Receptor Alpha in Human Breast Cancer Cells.,"Mesnage R, Phedonos A, Arno M, Balu S, Corton JC, Antoniou MN.",Toxicol Sci,158,2017,1096-6080; 1096-0929;,431-443,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,23,Y,Y,Y,Y,Y,2017-06-08,2017-08-01,2,NA,journal article
2250,epmc|pmc,29423274,PMC5799370,10.1038/s41540-017-0039-7,29423274,search,MED,A diseasome cluster-based drug repurposing of soluble guanylate cyclase activators from smooth muscle relaxation to direct neuroprotection.,"Langhauser F, Casas AI, Dao VT, Guney E, Menche J, Geuss E, Kleikers PWM, López MG, Barabási AL, Kleinschnitz C, Schmidt HHHW.",NPJ Syst Biol Appl,4,2018,2056-7189,8,research-article; journal article,Y,Y,N,Y,N,Y,13,Y,Y,N,Y,N,2018-02-10,2018-02-05,NA,NA,journal article
2252,epmc|pmc,26180633,PMC4490798,10.12688/f1000research.6208.2,26180633,search,MED,"Resources, challenges and way forward in rare mitochondrial diseases research.","Rajput NK, Singh V, Bhardwaj A.",F1000Res,4,2015,2046-1402,70,review-article; review; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2015-07-17,2015-03-16,NA,NA,journal article
2253,epmc|pmc,25972989,PMC4427582,10.1007/s11693-015-9164-z,25972989,search,MED,CARDIO-PRED: an in silico tool for predicting cardiovascular-disorder associated proteins.,"Jain P, Thukral N, Gahlot LK, Hasija Y.",Syst Synth Biol,9,2015,1872-5325; 1872-5333;,55-66,research-article; journal article,N,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2015-05-16,2015-03-14,1-2,NA,journal article
2254,epmc|pmc,26921330,PMC4907268,10.1158/0008-5472.can-15-2325-t,26921330,search,MED,An Atlas of the Human Kinome Reveals the Mutational Landscape Underlying Dysregulated Phosphorylation Cascades in Cancer.,"Olow A, Chen Z, Niedner RH, Wolf DM, Yau C, Pankov A, Lee EP, Brown-Swigart L, van 't Veer LJ, Coppé JP.",Cancer Res,76,2016,0008-5472; 1538-7445;,1733-1745,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,12,Y,Y,N,Y,N,2016-02-28,2016-02-26,7,NA,journal article
2255,epmc|pmc,25180570,PMC4199417,10.1038/tp.2014.78,25180570,search,MED,Genome-wide distribution of Auts2 binding localizes with active neurodevelopmental genes.,"Oksenberg N, Haliburton GD, Eckalbar WL, Oren I, Nishizaki S, Murphy K, Pollard KS, Birnbaum RY, Ahituv N.",Transl Psychiatry,4,2014,2158-3188,e431,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,26,Y,Y,Y,Y,Y,2014-09-04,2014-09-02,NA,NA,journal article
2256,epmc|pmc,20238089,PMC3957484,10.1007/978-1-60327-367-1_17,20238089,search,MED,Bioinformatic tools for identifying disease gene and SNP candidates.,"Mooney SD, Krishnan VG, Evani US.",Methods Mol Biol,628,2010,1064-3745; 1940-6029;,307-319,"research support, non-u.s. gov't; research-article; review; journal article; research support, n.i.h., extramural",N,Y,Y,Y,N,N,19,Y,Y,N,Y,N,2010-07-21,2010-01-01,NA,NA,journal article
2257,epmc|pmc,25398906,PMC4383943,10.1093/nar/gku1130,25398906,search,MED,Database resources of the National Center for Biotechnology Information.,NCBI Resource Coordinators.,Nucleic Acids Res,43,2015,0305-1048; 1362-4962;,D6-17,"research support, n.i.h., intramural; research-article; journal article",N,Y,N,Y,N,N,187,Y,Y,N,Y,N,2014-11-17,2014-11-14,database issue,NA,journal article
2258,epmc|pmc,25652121,PMC4321703,10.1186/s12906-015-0526-6,25652121,search,MED,Identification of plasma protein markers common to patients with malignant tumour and Abnormal Savda in Uighur medicine: a prospective clinical study.,"Upur H, Chen Y, Kamilijiang M, Deng W, Sulaiman X, Aizezi R, Wu X, Tulake W, Abudula A.",BMC Complement Altern Med,15,2015,1472-6882,9,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,8,Y,Y,N,Y,Y,2015-02-06,2015-02-05,NA,NA,journal article
2260,epmc|pmc,24195840,PMC3832251,10.1186/1878-5085-4-23,24195840,search,MED,"From integrative disease modeling to predictive, preventive, personalized and participatory (P4) medicine.","Younesi E, Hofmann-Apitius M.",EPMA J,4,2013,1878-5077; 1878-5085;,23,review-article; journal article,Y,Y,Y,Y,N,N,23,Y,Y,N,Y,N,2013-11-08,2013-11-06,1,NA,journal article
2263,epmc|pmc,24499934,PMC3907286,10.1371/journal.pcbi.1003449,24499934,search,MED,Automated discovery of tissue-targeting enhancers and transcription factors from binding motif and gene function data.,"Tuteja G, Moreira KB, Chung T, Chen J, Wenger AM, Bejerano G.",PLoS Comput Biol,10,2014,1553-734x; 1553-7358;,e1003449,"research support, non-u.s. gov't; research-article; journal article",Y,Y,Y,Y,N,Y,7,Y,Y,N,Y,N,2014-02-07,2014-01-30,1,NA,journal article
2264,epmc|pmc,27600491,PMC5013399,10.1038/srep32417,27600491,search,MED,Authentication and characterisation of a new oesophageal adenocarcinoma cell line: MFD-1.,"Garcia E, Hayden A, Birts C, Britton E, Cowie A, Pickard K, Mellone M, Choh C, Derouet M, Duriez P, Noble F, White MJ, Primrose JN, Strefford JC, Rose-Zerilli M, Thomas GJ, Ang Y, Sharrocks AD, Fitzgerald RC, Underwood TJ, OCCAMS consortium.",Sci Rep,6,2016,2045-2322,32417,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,10,Y,Y,Y,Y,Y,2016-09-08,2016-09-07,NA,NA,journal article
2265,epmc|pmc,22779054,PMC3392046,NA,22779054,search,MED,Analyzing patterns of drug use in clinical notes for patient safety.,"Lependu P, Liu Y, Iyer S, Udell MR, Shah NH.",AMIA Jt Summits Transl Sci Proc,2012,2012,2153-4063,63-70,research-article; journal article,Y,Y,Y,Y,N,N,10,Y,Y,N,N,N,2012-07-11,2012-03-19,NA,NA,journal article
2267,epmc|pmc,24776741,PMC4031262,10.1038/mp.2014.29,24776741,search,MED,De novo mutations in schizophrenia implicate chromatin remodeling and support a genetic overlap with autism and intellectual disability.,"McCarthy SE, Gillis J, Kramer M, Lihm J, Yoon S, Berstein Y, Mistry M, Pavlidis P, Solomon R, Ghiban E, Antoniou E, Kelleher E, O'Brien C, Donohoe G, Gill M, Morris DW, McCombie WR, Corvin A.",Mol Psychiatry,19,2014,1359-4184; 1476-5578;,652-658,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,207,Y,Y,N,Y,N,2014-04-30,2014-04-29,6,NA,journal article
2269,epmc|pmc,19527514,PMC2714850,10.1186/1477-7827-7-62,19527514,search,MED,Racial disparity in pathophysiologic pathways of preterm birth based on genetic variants.,"Menon R, Pearce B, Velez DR, Merialdi M, Williams SM, Fortunato SJ, Thorsen P.",Reprod Biol Endocrinol,7,2009,1477-7827,62,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,Y,Y,N,N,39,Y,Y,Y,Y,N,2009-12-23,2009-06-15,NA,NA,journal article
2270,epmc|pmc,25335167,PMC4350517,10.1038/tp.2014.111,25335167,search,MED,Identifying rare variants for genetic risk through a combined pedigree and phenotype approach: application to suicide and asthma.,"Darlington TM, Pimentel R, Smith K, Bakian AV, Jerominski L, Cardon J, Camp NJ, Callor WB, Grey T, Singleton M, Yandell M, Renshaw PF, Yurgelun-Todd DA, Gray D, Coon H.",Transl Psychiatry,4,2014,2158-3188,e471,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,6,Y,Y,N,Y,Y,2014-10-22,2014-10-21,NA,NA,journal article
2271,epmc|pmc,32745309,PMC5867002,10.1111/jvim.15044,32745309,search,MED,"10th Annual European College of Equine Internal Medicine Congress: 2-4 November, 2017.",NA,J Vet Intern Med,32,2018,0891-6640; 1939-1676;,867-878,abstract; journal article,Y,Y,N,Y,N,N,0,N,Y,N,N,N,2020-08-09,2018-02-22,2,NA,journal article
2272,epmc|pmc,23533360,PMC3603583,10.1155/2013/793091,23533360,search,MED,From ontology to semantic similarity: calculation of ontology-based semantic similarity.,"Gan M, Dou X, Jiang R.",ScientificWorldJournal,2013,2013,2356-6140; 1537-744x;,793091,"research support, non-u.s. gov't; research-article; review; journal article",Y,Y,Y,Y,N,N,16,Y,Y,N,Y,N,2013-04-03,2013-02-28,NA,NA,journal article
