id,src,pmid,pmcid,doi,epmc_id
1858,pmc,31276496,PMC6636748,10.1371/journal.pcbi.1007078,NA
1859,pmc,32995470,PMC7507392,10.1002/trc2.12061,NA
1860,pmc,27189611,PMC4869799,10.1093/database/baw083,NA
1861,pmc,31251766,PMC6599221,10.1371/journal.pone.0218871,NA
1862,pmc,22621763,PMC3488002,10.1186/2041-1480-3-5,NA
1863,pmc,NA,PMC7121162,10.1007/11423287_8,NA
1864,pmc,25592600,PMC4345399,NA,NA
1865,pmc,30631869,PMC6411450,10.1039/c8an02271b,NA
1866,pmc,29776329,PMC5960125,10.1186/s12864-018-4732-8,NA
1867,pmc,28731430,PMC5611802,10.3233/JAD-161148,NA
1868,pmc,34638627,PMC8508897,10.3390/ijms221910291,NA
1869,pmc,34845387,PMC8665054,10.1038/s41592-021-01318-w,NA
1870,pmc,19850722,PMC2808878,10.1093/nar/gkp832,NA
1871,pmc,31844073,PMC6915744,10.1038/s41598-019-55453-8,NA
1872,pmc,31605942,PMC6817654,10.1016/j.isci.2019.09.013,NA
1873,pmc,29983320,PMC6086580,10.1016/j.molcel.2018.06.001,NA
1874,pmc,23523876,PMC3715349,10.1136/amiajnl-2012-001376,NA
1875,pmc,33804860,PMC8036390,10.3390/ijms22073296,NA
1876,pmc,29039597,PMC5779998,10.3892/mmr.2017.7800,NA
1877,pmc,24703701,PMC4050048,10.1016/j.cmet.2014.03.012,NA
1878,pmc,31598718,PMC6943056,10.1093/nar/gkz869,NA
1879,pmc,25313161,PMC4384031,10.1093/nar/gku975,NA
1880,pmc,31228194,PMC6954653,10.1093/bioinformatics/btz440,NA
1881,pmc,32257316,PMC7062075,10.1098/rsos.191480,NA
1882,pmc,28335003,PMC5886188,10.1093/hmg/ddx092,NA
1883,pmc,27789690,PMC5210665,10.1093/nar/gkw993,NA
1884,pmc,31191710,PMC6525924,10.1155/2019/7614850,NA
1885,pmc,33198123,PMC7696007,10.3390/ijerph17228363,NA
1886,pmc,28575649,PMC5473735,10.1016/j.ajhg.2017.05.004,NA
1887,pmc,31272367,PMC6509802,10.1186/s12859-019-2724-6,NA
1888,pmc,30713114,PMC6414308,10.1016/j.ebiom.2019.01.038,NA
1889,pmc,26475471,PMC4608514,10.1093/database/bav099,NA
1890,pmc,24692096,PMC4200603,10.1002/humu.22554,NA
1891,pmc,26046465,PMC4673281,10.18632/oncotarget.4085,NA
1892,pmc,33106501,PMC7589557,10.1038/s41598-020-74922-z,NA
1893,pmc,20363364,PMC2953594,10.1016/j.jbi.2010.03.012,NA
1894,pmc,27629872,PMC5024416,10.1186/s12911-016-0358-4,NA
1895,pmc,26097180,PMC4545674,10.1002/dvg.22868,NA
1896,pmc,35593700,PMC9159755,10.7554/eLife.74010,NA
1897,pmc,30447998,PMC6265050,10.1016/j.cels.2018.10.007,NA
1898,pmc,22541591,PMC3337261,10.1186/2041-1480-3-S1-I1,NA
1899,pmc,24518066,PMC7723305,10.1177/1087057114522514,NA
1900,pmc,24517546,PMC3924703,10.1186/1476-4598-13-27,NA
1901,pmc,22195082,PMC3243256,NA,NA
1902,pmc,28796445,PMC5759721,10.1111/cts.12500,NA
1903,pmc,26450611,PMC4599653,10.1186/s13062-015-0088-z,NA
1905,pmc,27467780,PMC4965083,10.1371/journal.pone.0159627,NA
1906,pmc,30984386,PMC6439796,10.12688/f1000research.18214.2,NA
1907,pmc,30356120,PMC6482106,10.1038/s41380-018-0281-4,NA
1908,pmc,30239683,PMC6146119,10.1093/database/bay093,NA
1909,pmc,26047952,PMC4467632,10.1186/s13104-015-1211-z,NA
1910,pmc,29260090,PMC5722175,10.1016/j.ajoc.2017.06.006,NA
1911,pmc,31934297,PMC6943467,NA,NA
1912,pmc,29249361,PMC5766829,10.1016/j.cell.2017.11.033,NA
1913,pmc,30102366,PMC6954426,10.1093/bib/bby071,NA
1914,pmc,29853438,PMC6002668,10.2196/medinform.7799,NA
1915,pmc,33891899,PMC8650129,10.1016/j.devcel.2021.04.001,NA
1916,pmc,33982016,PMC8082263,10.1016/j.xpro.2021.100483,NA
1917,pmc,28583177,PMC5460348,10.1186/s13326-017-0126-0,NA
1918,pmc,27357693,PMC4928145,10.1186/s12864-016-2722-2,NA
1919,pmc,19594867,PMC2709251,10.1186/1471-2164-10-S1-I1,NA
1920,pmc,29853986,PMC5960578,10.1155/2018/6789089,NA
1921,pmc,22080549,PMC3245070,10.1093/nar/gkr968,NA
1922,pmc,32387679,PMC7306473,10.1016/j.tiv.2020.104877,NA
1923,pmc,25844670,PMC4808289,10.1089/cmb.2015.0001,NA
1924,pmc,32134442,PMC7059111,10.1001/jamaoncol.2020.0001,NA
1925,pmc,26306271,PMC4525275,NA,NA
1926,pmc,33347526,PMC8058243,10.1039/d0mo00041h,NA
1927,pmc,31703394,PMC6896094,10.3390/cancers11111747,NA
1928,pmc,23843252,PMC4109890,10.1002/humu.22376,NA
1929,pmc,30344048,PMC6479120,10.1016/j.neuron.2018.09.049,NA
1930,pmc,22455463,PMC3339379,10.1089/omi.2011.0118,NA
1931,pmc,31167249,PMC6551210,10.1055/s-0039-1688938,NA
1932,pmc,30781581,PMC6412520,10.3390/ijms20040867,NA
1933,pmc,28031488,PMC5255621,10.1073/pnas.1612195114,NA
1934,pmc,29761460,PMC6487669,10.1007/978-1-4939-7737-6_8,NA
1935,pmc,34476377,PMC8370481,10.1089/bioe.2019.0034,NA
1936,pmc,31304370,PMC6550268,10.1038/s41746-019-0101-5,NA
1937,pmc,27131783,PMC4987917,10.1093/nar/gkw365,NA
1938,pmc,25619558,PMC4305386,10.1093/database/bau129,NA
1939,pmc,33268883,PMC8489533,10.1038/s41596-020-00429-6,NA
1940,pmc,33013345,PMC7461893,10.3389/fninf.2020.00038,NA
1941,pmc,21321022,PMC3041158,10.1093/database/bar002,NA
1942,pmc,20206294,PMC2930208,10.1016/j.jbi.2010.02.008,NA
1943,pmc,28346469,PMC5367815,10.1371/journal.pone.0174436,NA
1944,pmc,32768446,PMC7746475,10.1016/j.jbi.2020.103526,NA
1946,pmc,19091693,PMC7141777,10.1126/scisignal.150mr2,NA
1947,pmc,33555272,PMC7954605,10.1172/JCI141566,NA
1948,pmc,33660061,PMC8113308,10.1007/s00204-021-03008-0,NA
1949,pmc,29476864,PMC6087490,10.1016/j.taap.2018.02.014,NA
1950,pmc,23244533,PMC3579732,10.1186/2041-1480-3-9,NA
1951,pmc,24551360,PMC3900201,NA,NA
1952,pmc,28250803,PMC5324291,10.1186/s13007-017-0159-5,NA
1953,pmc,23794737,PMC3689439,10.1093/database/bat046,NA
1954,pmc,29648604,PMC7647029,10.1093/jamia/ocy021,NA
1955,pmc,29370821,PMC5785853,10.1186/s13023-018-0765-y,NA
1956,pmc,29348552,PMC5773503,10.1038/s41598-018-19357-3,NA
1957,pmc,28075449,PMC5358695,10.3892/ijmm.2017.2853,NA
1958,pmc,30083448,PMC6076985,10.7717/peerj.5298,NA
1959,pmc,34341784,PMC8328070,10.21203/rs.3.rs-673011/v1,NA
1960,pmc,25300367,PMC4360886,10.1021/pr5008416,NA
1961,pmc,29688354,PMC5819722,10.1093/database/bax105,NA
1962,pmc,31127124,PMC6534545,10.1038/s41598-019-42178-x,NA
1963,pmc,33772537,PMC8120135,10.1093/hmg/ddab081,NA
1964,pmc,31572428,PMC6749816,10.3389/fgene.2019.00769,NA
1965,pmc,25926964,PMC4414390,10.1186/s13326-015-0008-2,NA
1966,pmc,33028186,PMC7542696,10.1186/s12859-020-03773-2,NA
1967,pmc,32559196,PMC7304910,10.1371/journal.pone.0232654,NA
1968,pmc,33870041,PMC8028387,10.3389/frma.2020.00003,NA
1969,pmc,28482068,PMC5793836,10.1093/nar/gkx400,NA
1970,pmc,31076736,PMC6510781,10.1038/s41598-019-43829-9,NA
1971,pmc,29504919,PMC5836833,10.1186/s12920-018-0330-5,NA
1972,pmc,25668218,PMC4323218,10.1371/journal.pcbi.1004048,NA
1973,pmc,34230933,PMC8259910,10.1101/2021.06.28.21259529,NA
1974,pmc,28634590,PMC5467323,10.1155/2017/5974574,NA
1975,pmc,28838066,PMC5886341,10.1093/ilar/ilx013,NA
1976,pmc,30580566,PMC6309981,10.1161/ATVBAHA.118.311928,NA
1977,pmc,34205793,PMC8234801,10.3390/s21124249,NA
1978,pmc,31350405,PMC6659642,10.1038/s41467-019-11026-x,NA
1979,pmc,30586318,PMC6510541,10.1056/NEJMoa1806891,NA
1980,pmc,26225232,PMC4360671,10.1002/psp4.3,NA
1981,pmc,18948287,PMC2686472,10.1093/nar/gkn805,NA
1982,pmc,31869322,PMC6946175,10.1371/journal.pcbi.1007541,NA
1983,pmc,21544172,PMC3082863,10.6026/97320630006086,NA
1984,pmc,24861622,PMC4086117,10.1093/nar/gku434,NA
1985,pmc,26379229,PMC4718734,10.1038/nprot.2015.105,NA
1986,pmc,30321381,PMC6289551,10.1093/jamia/ocy123,NA
1987,pmc,34075210,PMC8440686,10.1038/s41431-021-00852-7,NA
1988,pmc,32879140,PMC7526455,10.1172/jci.insight.136477,NA
1989,pmc,22139914,PMC3245040,10.1093/nar/gkr1177,NA
1990,pmc,24139526,PMC4016320,10.1186/1472-6807-13-24,NA
1991,pmc,29128334,PMC5746455,10.1016/j.cels.2017.10.010,NA
1992,pmc,31761677,PMC6915843,10.1016/j.stemcr.2019.10.013,NA
1993,pmc,32831121,PMC7444077,10.1186/s13293-020-00322-7,NA
1994,pmc,24772427,PMC3977459,10.1155/2014/527029,NA
1995,pmc,22195180,PMC3243207,NA,NA
1996,pmc,32276639,PMC7149918,10.1186/s12974-020-01781-w,NA
1998,pmc,23354682,PMC3825015,10.1007/s11357-013-9510-6,NA
1999,pmc,26989145,PMC4795931,10.1093/database/baw009,NA
2000,pmc,19956751,PMC2775909,10.1371/journal.pcbi.1000582,NA
2001,pmc,25131635,PMC4133978,10.1109/BIBM.2013.6732517,NA
2002,pmc,17151068,PMC1761441,10.1093/nar/gkl988,NA
2003,pmc,26966091,PMC4968346,10.1182/blood-2015-08-664649,NA
2004,pmc,26963104,PMC4786343,10.1371/journal.pcbi.1004747,NA
2005,pmc,31105750,PMC6498285,10.3389/fgene.2019.00394,NA
2006,pmc,23937709,PMC3851175,10.1186/2041-1480-4-13,NA
2007,pmc,27323856,PMC5216984,10.18632/oncotarget.10012,NA
2008,pmc,29145629,PMC5753187,10.1093/nar/gkx1132,NA
2009,pmc,31023338,PMC6485071,10.1186/s13059-019-1679-2,NA
2010,pmc,24124010,PMC4041627,10.1002/ajmg.c.31377,NA
2011,pmc,21715386,PMC3125809,10.1093/nar/gkr483,NA
2012,pmc,28188534,PMC5388446,10.1007/978-1-4939-6747-6_17,NA
2013,pmc,26605116,PMC4629306,10.4103/2153-3539.166012,NA
2014,pmc,25428363,PMC4383984,10.1093/nar/gku1204,NA
2015,pmc,28003147,PMC5316345,10.1016/j.jbi.2016.12.006,NA
2016,pmc,24316577,PMC3965119,10.1093/nar/gkt1229,NA
2017,pmc,30898118,PMC6427854,10.1186/s13023-019-1040-6,NA
2018,pmc,33032576,PMC7542735,10.1186/s12911-020-01273-0,NA
2019,pmc,28672924,PMC5488641,10.3892/etm.2017.4500,NA
2020,pmc,28587637,PMC5461726,10.1186/s13326-017-0131-3,NA
2021,pmc,35679235,PMC9182266,10.1371/journal.pone.0269687,NA
2022,pmc,30065857,PMC6064635,10.7717/peerj.5047,NA
2023,pmc,25805135,PMC4456036,10.1016/j.devcel.2015.01.028,NA
2024,pmc,29021130,PMC5656775,10.2196/resprot.7904,NA
2025,pmc,27383622,PMC4954919,10.2196/jmir.5549,NA
2026,pmc,26521025,PMC4628784,10.1186/s13073-015-0230-7,NA
2027,pmc,22135296,PMC3245112,10.1093/nar/gkr1089,NA
2028,pmc,21901084,PMC3161904,10.1371/journal.pcbi.1002141,NA
2029,pmc,27080087,PMC4845762,10.1002/wsbm.1337,NA
2030,pmc,25646954,PMC4315569,10.1371/journal.pntd.0003479,NA
2031,pmc,29666150,PMC5987727,10.1083/jcb.201802117,NA
2032,pmc,31761977,PMC6970984,10.1007/s00251-019-01137-6,NA
2033,pmc,29932108,PMC6160959,10.3390/ph11030061,NA
2034,pmc,25029978,PMC4124112,10.1007/s11606-014-2908-8,NA
2035,pmc,29028931,PMC5860606,10.1093/bioinformatics/btx624,NA
2036,pmc,27231054,PMC4949557,10.1002/bies.201500192,NA
2037,pmc,33068417,PMC7708038,10.1093/nar/gkaa878,NA
2038,pmc,26262161,PMC5875691,NA,NA
2039,pmc,29922160,PMC5996185,10.3389/fphar.2018.00583,NA
2040,pmc,23652793,PMC3647165,10.1038/srep01802,NA
2041,pmc,30616557,PMC6323831,10.1186/s12859-018-2584-5,NA
2042,pmc,31225582,PMC6587072,10.1093/database/baz068,NA
2043,pmc,22541596,PMC3337270,10.1186/2041-1480-3-S1-S5,NA
2044,pmc,31292438,PMC6620318,10.1038/s41467-019-11069-0,NA
2045,pmc,26262842,PMC4532367,10.1371/journal.pone.0134645,NA
2046,pmc,22947142,PMC3542097,10.1186/1471-2164-13-453,NA
2047,pmc,29743102,PMC5944177,10.1186/s13326-018-0183-z,NA
2048,pmc,31304272,PMC6550238,10.1038/s41538-018-0032-6,NA
2049,pmc,26656494,PMC4702931,10.1093/nar/gkv1351,NA
2050,pmc,30622632,PMC6304693,10.1111/eva.12607,NA
2051,pmc,20200009,PMC2853691,10.1093/bioinformatics/btq099,NA
2052,pmc,34197463,PMC8248687,10.1371/journal.pone.0249691,NA
2053,pmc,28706189,PMC5509746,10.1038/s41598-017-05349-2,NA
2054,pmc,31754022,PMC6886503,10.1101/gr.251983.119,NA
2055,pmc,29158551,PMC5865169,10.1038/s41431-017-0008-z,NA
2056,pmc,31147538,PMC6542828,10.1038/s41467-019-10016-3,NA
2057,pmc,27991583,PMC5172201,10.1038/srep39433,NA
2058,pmc,33912157,PMC8072452,10.3389/fimmu.2021.626418,NA
2059,pmc,27253448,PMC5092154,10.1016/j.neuron.2016.04.039,NA
2060,pmc,31737042,PMC6830110,10.3389/fgene.2019.01059,NA
2061,pmc,21347182,PMC3041577,NA,NA
2062,pmc,27443940,PMC6319372,10.1016/bs.mcb.2016.04.010,NA
2063,pmc,27207946,PMC5018372,10.1093/bioinformatics/btw320,NA
2064,pmc,28440796,PMC5628265,10.1038/gt.2017.29,NA
2065,pmc,20427557,PMC2860848,10.1242/dmm.002790,NA
2066,pmc,25007247,PMC4090199,10.1371/journal.pone.0100887,NA
2067,pmc,29423277,PMC5799157,10.1038/s41525-018-0044-9,NA
2068,pmc,29360927,PMC5949213,10.1093/bioinformatics/bty028,NA
2069,pmc,21998659,PMC3187774,10.1371/journal.pone.0025451,NA
2070,pmc,32531207,PMC7415618,10.1016/j.stem.2020.05.008,NA
2071,pmc,33319711,PMC7737250,10.1186/s12911-020-01291-y,NA
2072,pmc,24948611,PMC4086124,10.1093/nar/gku517,NA
2073,pmc,30223767,PMC6142695,10.1186/s12859-018-2316-x,NA
2074,pmc,30918282,PMC6437177,10.1038/s41598-019-41243-9,NA
2075,pmc,28200013,PMC6192146,10.1093/bib/bbw136,NA
2076,pmc,29075003,PMC6882681,10.1038/nrd.2017.178,NA
2077,pmc,26190839,PMC4554888,10.1016/j.tube.2015.05.012,NA
2078,pmc,32779569,PMC7486118,10.7554/eLife.54572,NA
2079,pmc,27196054,PMC4873016,10.1371/journal.pone.0155811,NA
2080,pmc,26871594,PMC4977056,10.1289/ehp.1510438,NA
2081,pmc,27189609,PMC4869795,10.1093/database/baw071,NA
2082,pmc,26394310,PMC4579085,10.1371/journal.pone.0138383,NA
2083,pmc,34437535,PMC8389405,10.1371/journal.pgen.1009723,NA
2084,pmc,31445211,PMC7807551,10.1016/j.jmoldx.2019.06.011,NA
2085,pmc,23734660,PMC3633001,10.1186/2041-1480-4-S1-S6,NA
2086,pmc,29203833,PMC5838995,10.1038/s41431-017-0041-y,NA
2087,pmc,23514627,PMC3584936,10.1186/1471-2105-14-S3-S9,NA
2088,pmc,25522020,PMC4290593,10.1186/1471-2164-15-S9-S12,NA
2089,pmc,22018164,PMC3231811,10.1186/1742-4682-8-39,NA
2090,pmc,29317985,PMC5727797,10.1155/2017/8526438,NA
2091,pmc,31921705,PMC6927917,10.3389/fcimb.2019.00429,NA
2092,pmc,23584832,PMC3625956,10.1093/database/bat018,NA
2093,pmc,25484921,PMC4256829,10.1186/s13073-014-0094-2,NA
2094,pmc,24303229,PMC3845760,NA,NA
2095,pmc,32704157,PMC7378827,10.1038/s41598-020-69033-8,NA
2096,pmc,24077912,PMC3898141,10.1007/s00439-013-1358-4,NA
2097,pmc,18629202,PMC2447497,10.1002/cfg.498,NA
2098,pmc,26097192,PMC4545681,10.1002/dvg.22869,NA
2099,pmc,20529879,PMC2896190,10.1093/nar/gkq515,NA
2100,pmc,27903890,PMC5210555,10.1093/nar/gkw1072,NA
2101,pmc,29917015,PMC6007090,10.1038/sdata.2018.117,NA
2102,pmc,26092690,PMC4602068,10.1007/s00335-015-9575-x,NA
2103,pmc,28529714,PMC5414807,10.12688/f1000research.10788.1,NA
2104,pmc,24243840,PMC3965010,10.1093/nar/gkt1102,NA
2105,pmc,25149474,PMC4262497,10.1093/hmg/ddu426,NA
2106,pmc,27814769,PMC5095986,10.1186/s13073-016-0367-z,NA
2107,pmc,24267899,PMC4177145,10.1186/2041-1480-4-36,NA
2108,pmc,28411178,PMC5628161,10.1016/j.humpath.2017.03.011,NA
2109,pmc,20181245,PMC2837026,10.1186/1471-2105-11-103,NA
2110,pmc,24985530,PMC4134480,10.1007/s40264-014-0189-0,NA
2111,pmc,30882087,PMC6417840,NA,NA
2112,pmc,25279814,PMC4359374,10.7554/eLife.02626,NA
2113,pmc,25006225,PMC4086403,10.1093/database/bau064,NA
2114,pmc,28815104,PMC5543379,NA,NA
2115,pmc,26178529,PMC4575269,10.1002/humu.22838,NA
2116,pmc,24923820,PMC4207226,10.1093/database/bau048,NA
2117,pmc,28686612,PMC5501393,10.1371/journal.pone.0175508,NA
2119,pmc,22961259,PMC3463787,10.1007/s00335-012-9421-3,NA
2120,pmc,27506226,PMC5181534,10.1093/bioinformatics/btw503,NA
2121,pmc,25300482,PMC4384014,10.1093/nar/gku938,NA
2122,pmc,26796797,PMC4721915,10.1371/journal.pgen.1005772,NA
2123,pmc,18996890,PMC2686558,10.1093/nar/gkn842,NA
2124,pmc,27402679,PMC4940433,10.1093/database/baw105,NA
2125,pmc,29854192,PMC5977726,NA,NA
2126,pmc,31725857,PMC7243925,10.1093/database/bax082,NA
2127,pmc,23650175,PMC3697360,10.1128/AAC.00419-13,NA
2128,pmc,24551417,PMC3900155,NA,NA
2129,pmc,12520030,PMC165491,10.1093/nar/gkg044,NA
2130,pmc,29396563,PMC5945774,10.1038/s41431-017-0085-z,NA
2131,pmc,29420653,PMC5805289,10.1371/journal.pone.0192446,NA
2132,pmc,21241822,PMC4896064,10.1016/j.jbi.2011.01.002,NA
2133,pmc,21915342,PMC3167857,10.1371/journal.pone.0024495,NA
2134,pmc,29357977,PMC5985534,10.1016/j.ajhg.2017.12.014,NA
2135,pmc,21995952,PMC3194171,10.1186/2041-1480-2-S4-S4,NA
2136,pmc,27189610,PMC4869797,10.1093/database/baw075,NA
2137,pmc,29108274,PMC5668007,10.18632/oncotarget.20481,NA
2139,pmc,9929245,PMC2232140,NA,NA
2140,pmc,28369266,PMC5390676,10.1093/hmg/ddx014,NA
2141,pmc,27504451,PMC4959014,10.3389/fcvm.2016.00022,NA
2142,pmc,31255713,PMC6710011,10.1016/j.jbi.2019.103246,NA
2143,pmc,28790372,PMC5548804,10.1038/s41598-017-07448-6,NA
2144,pmc,27050193,PMC4822849,10.1371/journal.pone.0153006,NA
2145,pmc,30022068,PMC6052025,10.1038/s41419-018-0824-2,NA
2146,pmc,25664462,PMC4321842,10.1371/journal.pone.0115692,NA
2147,pmc,24335474,PMC3916658,10.1074/mcp.M113.030577,NA
2148,pmc,19381256,PMC2663789,10.1371/journal.pcbi.1000361,NA
2149,pmc,28213144,PMC5502481,10.1016/j.jbi.2017.02.009,NA
2150,pmc,21548930,PMC3098822,10.1186/1471-2407-11-161,NA
2151,pmc,25592598,PMC4299914,NA,NA
2152,pmc,28141796,PMC5344292,10.1038/bjc.2016.457,NA
2153,pmc,19015125,PMC2686529,10.1093/nar/gkn889,NA
2154,pmc,26243828,PMC8687282,10.1049/iet-syb.2014.0058,NA
2155,pmc,23144907,PMC3492450,10.1371/journal.pone.0048584,NA
2156,pmc,28472449,PMC5449616,10.1093/nar/gkx331,NA
2157,pmc,25520555,PMC4256043,10.4137/CIN.S17641,NA
2158,pmc,31130994,PMC6510286,10.3389/fgene.2019.00422,NA
2159,pmc,28532469,PMC5441048,10.1186/s40246-017-0107-5,NA
2160,pmc,26919060,PMC4846568,10.1002/humu.22974,NA
2161,pmc,23935057,PMC4438919,10.1093/database/bat060,NA
2162,pmc,27899678,PMC5210549,10.1093/nar/gkw1065,NA
2163,pmc,26066708,PMC4464350,10.1038/srep11432,NA
2164,pmc,26661719,PMC4901376,10.1093/jamia/ocv166,NA
2165,pmc,18047702,PMC2217659,10.1186/1471-2105-8-S9-S1,NA
2166,pmc,30239679,PMC6146126,10.1093/database/bay088,NA
2167,pmc,26581408,PMC4651161,10.1093/database/bav110,NA
2168,pmc,23920642,PMC3923890,NA,NA
2169,pmc,20824171,PMC2930872,10.1371/journal.pbio.1000472,NA
2170,pmc,29549885,PMC5857314,10.1186/s12974-018-1113-9,NA
2171,pmc,30867424,PMC6416318,10.1038/s41467-019-08976-7,NA
2172,pmc,31433982,PMC6750766,10.1016/j.celrep.2019.07.022,NA
2173,pmc,26690135,PMC4691095,10.3390/ijms161226148,NA
2174,pmc,23046449,PMC3439721,10.1186/1471-2105-13-S15-S7,NA
2175,pmc,26628058,PMC4667491,10.1186/s13059-015-0815-x,NA
2176,pmc,25665127,PMC4321837,10.1371/journal.pone.0116718,NA
2177,pmc,28615715,PMC5471186,10.1038/s41598-017-03687-9,NA
2178,pmc,26272982,PMC4653395,10.1093/bioinformatics/btv473,NA
2179,pmc,30097532,PMC6210229,10.1074/mcp.RA118.000799,NA
2180,pmc,NA,PMC7121563,10.1007/978-1-4419-0540-6_4,NA
2181,pmc,28552198,PMC5473734,10.1016/j.ajhg.2017.04.015,NA
2182,pmc,28553317,PMC5427079,10.3389/fgene.2017.00055,NA
2183,pmc,24217912,PMC3965098,10.1093/nar/gkt1026,NA
2184,pmc,26192085,PMC4718403,10.1038/nmeth.3484,NA
2185,pmc,18033805,PMC2238846,10.1093/nar/gkm1021,NA
2186,pmc,27142216,PMC5429001,10.1093/bib/bbw036,NA
2187,pmc,21347005,PMC3041354,NA,NA
2188,pmc,32396860,PMC7328015,10.1016/j.ccell.2020.04.012,NA
2189,pmc,31155484,PMC6609489,10.1016/j.stem.2019.04.021,NA
2190,pmc,24103636,PMC4126066,10.1186/2041-1480-4-21,NA
2191,pmc,26673408,PMC4674013,10.4137/BBI.S35237,NA
2193,pmc,21478484,PMC3072770,10.1093/database/bar010,NA
2194,pmc,18660883,PMC2553094,NA,NA
2195,pmc,27203685,PMC4874630,10.1371/journal.pcbi.1004941,NA
2196,pmc,26269219,PMC5042036,10.1111/pbi.12449,NA
2197,pmc,28253937,PMC5335794,10.1186/s13326-017-0121-5,NA
2198,pmc,30414395,PMC6626639,10.1016/j.jaci.2018.10.033,NA
2199,pmc,28329686,PMC5429029,10.1016/j.celrep.2017.02.072,NA
2200,pmc,21963522,PMC7098809,10.1016/j.drudis.2011.09.013,NA
2201,pmc,21347161,PMC3041561,NA,NA
2202,pmc,24682735,PMC4030636,10.1093/database/bau027,NA
2203,pmc,28299322,PMC5337312,10.1155/2017/2858423,NA
2204,pmc,21208444,PMC3024228,10.1186/1471-2148-11-4,NA
2205,pmc,26473511,PMC4877036,10.1111/andr.12109,NA
2206,pmc,18048122,PMC2574433,10.1504/IJBRA.2005.006903,NA
2207,pmc,30310060,PMC6181989,10.1038/s41467-018-06664-6,NA
2208,pmc,23799078,PMC3682960,10.1371/journal.pone.0066164,NA
2209,pmc,26934861,PMC4776156,10.1038/srep22462,NA
2210,pmc,23424115,PMC3581590,NA,NA
2211,pmc,25019165,PMC4096511,10.1371/journal.pone.0102065,NA
2212,pmc,30850588,PMC6408502,10.1038/s41467-019-08480-y,NA
2213,pmc,27454118,PMC4959382,10.1186/s12911-016-0315-2,NA
2214,pmc,24516403,PMC3916285,10.1371/journal.pgen.1004122,NA
2215,pmc,22847540,PMC3492881,10.3732/ajb.1200222,NA
2216,pmc,29531263,PMC5847565,10.1038/s41598-018-22631-z,NA
2217,pmc,25592589,PMC4299946,NA,NA
2218,pmc,27307606,PMC4908366,10.1093/bioinformatics/btw282,NA
2219,pmc,30848458,PMC6657335,10.1007/978-1-4939-9089-4_6,NA
2220,pmc,30066664,PMC6069766,10.1186/s12911-018-0636-4,NA
2221,pmc,27903883,PMC5175370,10.1093/nar/gkw897,NA
2222,pmc,15588483,PMC3525084,10.1186/1479-7364-1-3-229,NA
2223,pmc,23151045,PMC3562514,10.1186/1471-2164-13-620,NA
2224,pmc,19761572,PMC2745689,10.1186/1471-2105-10-S9-S2,NA
2225,pmc,33953184,PMC8100170,10.1038/s41467-021-22517-1,NA
2226,pmc,30999858,PMC6471696,10.1186/s12859-019-2687-7,NA
2227,pmc,28135244,PMC5972004,10.1038/ng.3768,NA
2228,pmc,30519242,PMC6260145,10.3389/fimmu.2018.02679,NA
2229,pmc,32069322,PMC7028268,10.1371/journal.pone.0228786,NA
2230,pmc,26818666,PMC4809949,10.1128/JCM.02717-15,NA
2231,pmc,20676069,PMC2920075,10.1038/tpj.2010.35,NA
2232,pmc,34623259,PMC8660021,10.7554/eLife.69584,NA
2233,pmc,29669699,PMC6013753,10.1016/j.ebiom.2018.04.002,NA
2234,pmc,28220871,PMC5318911,10.1038/srep42809,NA
2235,pmc,20529942,PMC2881373,10.1093/bioinformatics/btq188,NA
2236,pmc,28983113,PMC5629207,10.1038/s41467-017-01176-1,NA
2237,pmc,27189607,PMC4869796,10.1093/database/baw066,NA
2238,pmc,30565237,PMC7379380,10.1111/imr.12726,NA
2239,pmc,20460452,PMC2896109,10.1093/nar/gkq331,NA
2240,pmc,20369061,PMC2847380,10.1155/2010/423589,NA
2241,pmc,26578572,PMC4702863,10.1093/nar/gkv1217,NA
2242,pmc,22422471,PMC3325414,10.1007/s13311-012-0111-3,NA
2243,pmc,22121217,PMC3245064,10.1093/nar/gkr1051,NA
2244,pmc,21994619,PMC3185566,10.3390/v2102258,NA
2245,pmc,23046606,PMC3448530,10.1186/2041-1480-3-S2-S4,NA
2246,pmc,25877637,PMC4397996,10.1093/database/bav028,NA
2247,pmc,29535761,PMC5834486,10.3389/fgene.2018.00060,NA
2248,pmc,28591870,PMC5837682,10.1093/toxsci/kfx101,NA
2249,pmc,21422495,PMC4047992,10.1109/TCBB.2011.58,NA
2250,pmc,29423274,PMC5799370,10.1038/s41540-017-0039-7,NA
2251,pmc,21976726,PMC3239203,10.1093/nar/gkr770,NA
2252,pmc,26180633,PMC4490798,10.12688/f1000research.6208.2,NA
2253,pmc,25972989,PMC4427582,10.1007/s11693-015-9164-z,NA
2254,pmc,26921330,PMC4907268,10.1158/0008-5472.CAN-15-2325-T,NA
2255,pmc,25180570,PMC4199417,10.1038/tp.2014.78,NA
2256,pmc,20238089,PMC3957484,10.1007/978-1-60327-367-1_17,NA
2257,pmc,25398906,PMC4383943,10.1093/nar/gku1130,NA
2258,pmc,25652121,PMC4321703,10.1186/s12906-015-0526-6,NA
2259,pmc,29325558,PMC5795274,10.1186/s12915-017-0469-0,NA
2260,pmc,24195840,PMC3832251,10.1186/1878-5085-4-23,NA
